base_dphires,base_rhores,base_vres,bmax_over_aH,condition,density_g_cc,dphires,force_n,relative_error_vs_largest_bmax,resolution_scale_factor,resolution_scale_per_decade,resolution_scale_reference_bmax_over_aH,rhores,temperature_K,velocity_cm_s,velocity_index,velocity_m_s,vres
360,360,101,1000.0,1,1.0,1823,1.6023047687683798e-08,4.8082968605165936e-08,5.0625,1.5,0.1,1823,5000.0,6309573.444801929,9,63095.73444801929,512
360,360,101,1000.0,1,1.0,1823,2.0593497601928133e-08,5.633329648098848e-08,5.0625,1.5,0.1,1823,5000.0,10000000.0,10,100000.0,512
360,360,101,1000.0,1,1.0,1823,2.264022263548443e-08,6.822087402793309e-08,5.0625,1.5,0.1,1823,5000.0,15848931.924611142,11,158489.3192461114,512
360,360,101,1000.0,1,1.0,1823,2.0593891528727237e-08,8.179634205374868e-08,5.0625,1.5,0.1,1823,5000.0,25118864.315095823,12,251188.64315095823,512
360,360,101,1000.0,1,1.0,1823,1.5327923357563655e-08,7.1847981569043e-08,5.0625,1.5,0.1,1823,5000.0,39810717.05534969,13,398107.1705534969,512
360,360,101,1000.0,1,1.0,1823,9.578852852633329e-09,1.2445788584415367e-07,5.0625,1.5,0.1,1823,5000.0,63095734.44801943,14,630957.3444801943,512
360,360,101,1000.0,1,1.0,1823,5.27752614423098e-09,1.4177046874430331e-06,5.0625,1.5,0.1,1823,5000.0,100000000.0,15,1000000.0,512
360,360,101,10000.0,1,1.0,2734,2.264455295806688e-10,0.0,7.59375,1.5,0.1,2734,5000.0,100000.0,0,1000.0,767
360,360,101,10000.0,1,1.0,2734,3.595132639661656e-10,0.0,7.59375,1.5,0.1,2734,5000.0,158489.3192461114,1,1584.893192461114,767
360,360,101,10000.0,1,1.0,2734,5.722318098874813e-10,0.0,7.59375,1.5,0.1,2734,5000.0,251188.6431509582,2,2511.886431509582,767
360,360,101,10000.0,1,1.0,2734,9.163232377720175e-10,0.0,7.59375,1.5,0.1,2734,5000.0,398107.1705534969,3,3981.071705534969,767
360,360,101,10000.0,1,1.0,2734,1.4864465115378052e-09,0.0,7.59375,1.5,0.1,2734,5000.0,630957.344480193,4,6309.57344480193,767
360,360,101,10000.0,1,1.0,2734,2.4654308242898883e-09,0.0,7.59375,1.5,0.1,2734,5000.0,1000000.0,5,10000.0,767
360,360,101,10000.0,1,1.0,2734,4.173548149777547e-09,0.0,7.59375,1.5,0.1,2734,5000.0,1584893.1924611141,6,15848.93192461114,767
360,360,101,10000.0,1,1.0,2734,6.983644396359337e-09,0.0,7.59375,1.5,0.1,2734,5000.0,2511886.4315095823,7,25118.864315095823,767
360,360,101,10000.0,1,1.0,2734,1.10560509472732e-08,0.0,7.59375,1.5,0.1,2734,5000.0,3981071.705534969,8,39810.71705534969,767
360,360,101,10000.0,1,1.0,2734,1.6023046917248136e-08,0.0,7.59375,1.5,0.1,2734,5000.0,6309573.444801929,9,63095.73444801929,767
360,360,101,10000.0,1,1.0,2734,2.0593496441828592e-08,0.0,7.59375,1.5,0.1,2734,5000.0,10000000.0,10,100000.0,767
360,360,101,10000.0,1,1.0,2734,2.264022109094876e-08,0.0,7.59375,1.5,0.1,2734,5000.0,15848931.924611142,11,158489.3192461114,767
360,360,101,10000.0,1,1.0,2734,2.059388984422238e-08,0.0,7.59375,1.5,0.1,2734,5000.0,25118864.315095823,12,251188.64315095823,767
360,360,101,10000.0,1,1.0,2734,1.532792225628338e-08,0.0,7.59375,1.5,0.1,2734,5000.0,39810717.05534969,13,398107.1705534969,767
360,360,101,10000.0,1,1.0,2734,9.578854044797252e-09,0.0,7.59375,1.5,0.1,2734,5000.0,63095734.44801943,14,630957.3444801943,767
360,360,101,10000.0,1,1.0,2734,5.27753362621514e-09,0.0,7.59375,1.5,0.1,2734,5000.0,100000000.0,15,1000000.0,767
360,360,101,0.1,2,1e-05,360,7.17030730443705e-14,0.9706144933894438,1.0,1.5,0.1,360,100000.0,100000.0,0,1000.0,101
360,360,101,0.1,2,1e-05,360,1.1363387802608661e-13,0.9706008816783565,1.0,1.5,0.1,360,100000.0,158489.3192461114,1,1584.893192461114,101
360,360,101,0.1,2,1e-05,360,1.8006395666668025e-13,0.9705669152667555,1.0,1.5,0.1,360,100000.0,251188.6431509582,2,2511.886431509582,101
360,360,101,0.1,2,1e-05,360,2.8532761658635163e-13,0.9704734249531802,1.0,1.5,0.1,360,100000.0,398107.1705534969,3,3981.071705534969,101
360,360,101,0.1,2,1e-05,360,4.5190738642397055e-13,0.9702433461412598,1.0,1.5,0.1,360,100000.0,630957.344480193,4,6309.57344480193,101
360,360,101,0.1,2,1e-05,360,7.150685957711181e-13,0.9696565411782615,1.0,1.5,0.1,360,100000.0,1000000.0,5,10000.0,101
360,360,101,0.1,2,1e-05,360,1.1283351534921827e-12,0.9681530642181692,1.0,1.5,0.1,360,100000.0,1584893.1924611141,6,15848.93192461114,101
360,360,101,0.1,2,1e-05,360,1.7658106283491154e-12,0.9641784077465189,1.0,1.5,0.1,360,100000.0,2511886.4315095823,7,25118.864315095823,101
360,360,101,0.1,2,1e-05,360,2.6889349374248412e-12,0.9529546721582604,1.0,1.5,0.1,360,100000.0,3981071.705534969,8,39810.71705534969,101
360,360,101,0.1,2,1e-05,360,3.741720431569262e-12,0.9177258922410518,1.0,1.5,0.1,360,100000.0,6309573.444801929,9,63095.73444801929,101
360,360,101,0.1,2,1e-05,360,4.1162157495322625e-12,0.8140939781311897,1.0,1.5,0.1,360,100000.0,10000000.0,10,100000.0,101
360,360,101,0.1,2,1e-05,360,3.172104172039756e-12,0.6618541882481841,1.0,1.5,0.1,360,100000.0,15848931.924611142,11,158489.3192461114,101
360,360,101,0.1,2,1e-05,360,1.8819083015617948e-12,0.5468164468259609,1.0,1.5,0.1,360,100000.0,25118864.315095823,12,251188.64315095823,101
360,360,101,0.1,2,1e-05,360,9.852726452033024e-13,0.46810659020044626,1.0,1.5,0.1,360,100000.0,39810717.05534969,13,398107.1705534969,101
360,360,101,0.1,2,1e-05,360,4.839267117105327e-13,0.41155827572925124,1.0,1.5,0.1,360,100000.0,63095734.44801943,14,630957.3444801943,101
360,360,101,0.1,2,1e-05,360,2.287292929258268e-13,0.36752403451156207,1.0,1.5,0.1,360,100000.0,100000000.0,15,1000000.0,101
360,360,101,1.0,2,1e-05,540,9.385593529388772e-13,0.615357600459915,1.5,1.5,0.1,540,100000.0,100000.0,0,1000.0,152
360,360,101,1.0,2,1e-05,540,1.4869165242174644e-12,0.6153080789881981,1.5,1.5,0.1,540,100000.0,158489.3192461114,1,1584.893192461114,152
360,360,101,1.0,2,1e-05,540,2.354322195560097e-12,0.6151647117276682,1.5,1.5,0.1,540,100000.0,251188.6431509582,2,2511.886431509582,152
360,360,101,1.0,2,1e-05,540,3.722353271730859e-12,0.6147994906925746,1.5,1.5,0.1,540,100000.0,398107.1705534969,3,3981.071705534969,152
360,360,101,1.0,2,1e-05,540,5.8638308064358635e-12,0.6138855242573357,1.5,1.5,0.1,540,100000.0,630957.344480193,4,6309.57344480193,152
360,360,101,1.0,2,1e-05,540,9.153158931492835e-12,0.6115918070390552,1.5,1.5,0.1,540,100000.0,1000000.0,5,10000.0,152
360,360,101,1.0,2,1e-05,540,1.3966011337824654e-11,0.6058133393899408,1.5,1.5,0.1,540,100000.0,1584893.1924611141,6,15848.93192461114,152
360,360,101,1.0,2,1e-05,540,2.0150590276198787e-11,0.5912210420798062,1.5,1.5,0.1,540,100000.0,2511886.4315095823,7,25118.864315095823,152
360,360,101,1.0,2,1e-05,540,2.5469760505117557e-11,0.5543837017635759,1.5,1.5,0.1,540,100000.0,3981071.705534969,8,39810.71705534969,152
360,360,101,1.0,2,1e-05,540,2.430657415325127e-11,0.4655395191305749,1.5,1.5,0.1,540,100000.0,6309573.444801929,9,63095.73444801929,152
360,360,101,1.0,2,1e-05,540,1.516769960176219e-11,0.31496139526088623,1.5,1.5,0.1,540,100000.0,10000000.0,10,100000.0,152
360,360,101,1.0,2,1e-05,540,7.302798435077379e-12,0.22152282177377927,1.5,1.5,0.1,540,100000.0,15848931.924611142,11,158489.3192461114,152
360,360,101,1.0,2,1e-05,540,3.397928392477801e-12,0.1817426698973107,1.5,1.5,0.1,540,100000.0,25118864.315095823,12,251188.64315095823,152
360,360,101,1.0,2,1e-05,540,1.5619591740382404e-12,0.15678589566904413,1.5,1.5,0.1,540,100000.0,39810717.05534969,13,398107.1705534969,152
360,360,101,1.0,2,1e-05,540,7.083330760785508e-13,0.13868623789672507,1.5,1.5,0.1,540,100000.0,63095734.44801943,14,630957.3444801943,152
360,360,101,1.0,2,1e-05,540,3.1710936567557337e-13,0.12313788209836316,1.5,1.5,0.1,540,100000.0,100000000.0,15,1000000.0,152
360,360,101,10.0,2,1e-05,810,2.4238899852952265e-12,0.0066362268451504265,2.25,1.5,0.1,810,100000.0,100000.0,0,1000.0,228
360,360,101,10.0,2,1e-05,810,3.839552726000759e-12,0.006638980780260355,2.25,1.5,0.1,810,100000.0,158489.3192461114,1,1584.893192461114,228
360,360,101,10.0,2,1e-05,810,6.077174831217266e-12,0.006630726897397567,2.25,1.5,0.1,810,100000.0,251188.6431509582,2,2511.886431509582,228
360,360,101,10.0,2,1e-05,810,9.599387915657303e-12,0.006625958306383999,2.25,1.5,0.1,810,100000.0,398107.1705534969,3,3981.071705534969,228
360,360,101,10.0,2,1e-05,810,1.5086444349790233e-11,0.006605964048828456,2.25,1.5,0.1,810,100000.0,630957.344480193,4,6309.57344480193,228
360,360,101,10.0,2,1e-05,810,2.3411394346221092e-11,0.006553099233822591,2.25,1.5,0.1,810,100000.0,1000000.0,5,10000.0,228
360,360,101,10.0,2,1e-05,810,3.5202306945924895e-11,0.006424992424086405,2.25,1.5,0.1,810,100000.0,1584893.1924611141,6,15848.93192461114,228
360,360,101,10.0,2,1e-05,810,4.899354479702203e-11,0.00610702155961869,2.25,1.5,0.1,810,100000.0,2511886.4315095823,7,25118.864315095823,228
360,360,101,10.0,2,1e-05,810,5.6850153900846494e-11,0.005355581165513081,2.25,1.5,0.1,810,100000.0,3981071.705534969,8,39810.71705534969,228
360,360,101,10.0,2,1e-05,810,4.530613433610653e-11,0.0037946857117527022,2.25,1.5,0.1,810,100000.0,6309573.444801929,9,63095.73444801929,228
360,360,101,10.0,2,1e-05,810,2.2099457244606845e-11,0.0018933817374442298,2.25,1.5,0.1,810,100000.0,10000000.0,10,100000.0,228
360,360,101,10.0,2,1e-05,810,9.36953807445332e-12,0.001208697415421238,2.25,1.5,0.1,810,100000.0,15848931.924611142,11,158489.3192461114,228
360,360,101,10.0,2,1e-05,810,4.148566318982079e-12,0.0009810661581224856,2.25,1.5,0.1,810,100000.0,25118864.315095823,12,251188.64315095823,228
360,360,101,10.0,2,1e-05,810,1.850847188898004e-12,0.0008314682097516026,2.25,1.5,0.1,810,100000.0,39810717.05534969,13,398107.1705534969,228
360,360,101,10.0,2,1e-05,810,8.218296351994207e-13,0.0006775077900251394,2.25,1.5,0.1,810,100000.0,63095734.44801943,14,630957.3444801943,228
360,360,101,10.0,2,1e-05,810,3.6208847163142374e-13,0.0012371076650096512,2.25,1.5,0.1,810,100000.0,100000000.0,15,1000000.0,228
360,360,101,100.0,2,1e-05,1215,2.4400894462376797e-12,2.6708533810313647e-06,3.375,1.5,0.1,1215,100000.0,100000.0,0,1000.0,341
360,360,101,100.0,2,1e-05,1215,3.865208374633827e-12,1.405236029419876e-06,3.375,1.5,0.1,1215,100000.0,158489.3192461114,1,1584.893192461114,341
360,360,101,100.0,2,1e-05,1215,6.117738307455713e-12,2.592829864801879e-07,3.375,1.5,0.1,1215,100000.0,251188.6431509582,2,2511.886431509582,341
360,360,101,100.0,2,1e-05,1215,9.663406830691096e-12,1.0850404300102285e-06,3.375,1.5,0.1,1215,100000.0,398107.1705534969,3,3981.071705534969,341
360,360,101,100.0,2,1e-05,1215,1.51867734619299e-11,3.8661412336992864e-07,3.375,1.5,0.1,1215,100000.0,630957.344480193,4,6309.57344480193,341
360,360,101,100.0,2,1e-05,1215,2.3565843217672598e-11,8.355895895437181e-07,3.375,1.5,0.1,1215,100000.0,1000000.0,5,10000.0,341
360,360,101,100.0,2,1e-05,1215,3.542995396552824e-11,2.793507003323599e-07,3.375,1.5,0.1,1215,100000.0,1584893.1924611141,6,15848.93192461114,341
360,360,101,100.0,2,1e-05,1215,4.929463971882764e-11,1.0510419139106683e-06,3.375,1.5,0.1,1215,100000.0,2511886.4315095823,7,25118.864315095823,341
360,360,101,100.0,2,1e-05,1215,5.7156281999742416e-11,4.044233088072535e-07,3.375,1.5,0.1,1215,100000.0,3981071.705534969,8,39810.71705534969,341
360,360,101,100.0,2,1e-05,1215,4.547875365578363e-11,9.21354068078519e-07,3.375,1.5,0.1,1215,100000.0,6309573.444801929,9,63095.73444801929,341
360,360,101,100.0,2,1e-05,1215,2.21413131462193e-11,2.989048142629233e-06,3.375,1.5,0.1,1215,100000.0,10000000.0,10,100000.0,341
360,360,101,100.0,2,1e-05,1215,9.380949543605606e-12,7.763422716698745e-06,3.375,1.5,0.1,1215,100000.0,15848931.924611142,11,158489.3192461114,341
360,360,101,100.0,2,1e-05,1215,4.152704150629298e-12,1.5367752481247187e-05,3.375,1.5,0.1,1215,100000.0,25118864.315095823,12,251188.64315095823,341
360,360,101,100.0,2,1e-05,1215,1.852432461270661e-12,2.4331382228112193e-05,3.375,1.5,0.1,1215,100000.0,39810717.05534969,13,398107.1705534969,341
360,360,101,100.0,2,1e-05,1215,8.224440325684006e-13,6.958270620308437e-05,3.375,1.5,0.1,1215,100000.0,63095734.44801943,14,630957.3444801943,341
360,360,101,100.0,2,1e-05,1215,3.6232371008692224e-13,0.001887582588261711,3.375,1.5,0.1,1215,100000.0,100000000.0,15,1000000.0,341
360,360,101,1000.0,2,1e-05,1823,2.4400883804797527e-12,2.2340821900772713e-06,5.0625,1.5,0.1,1823,100000.0,100000.0,0,1000.0,512
360,360,101,1000.0,2,1e-05,1823,3.865214389358526e-12,1.5088091532931288e-07,5.0625,1.5,0.1,1823,100000.0,158489.3192461114,1,1584.893192461114,512
360,360,101,1000.0,2,1e-05,1823,6.117751318307136e-12,1.867458530703289e-06,5.0625,1.5,0.1,1823,100000.0,251188.6431509582,2,2511.886431509582,512
360,360,101,1000.0,2,1e-05,1823,9.663418747753537e-12,1.4817366508007772e-07,5.0625,1.5,0.1,1823,100000.0,398107.1705534969,3,3981.071705534969,512
360,360,101,1000.0,2,1e-05,1823,1.5186758471822358e-11,6.004364424016853e-07,5.0625,1.5,0.1,1823,100000.0,630957.344480193,4,6309.57344480193,512
360,360,101,1000.0,2,1e-05,1823,2.356583304649155e-11,4.0398230728967897e-07,5.0625,1.5,0.1,1823,100000.0,1000000.0,5,10000.0,512
360,360,101,1000.0,2,1e-05,1823,3.5429948779110184e-11,1.3296553954127202e-07,5.0625,1.5,0.1,1823,100000.0,1584893.1924611141,6,15848.93192461114,512
360,360,101,1000.0,2,1e-05,1823,4.9294602408264e-11,2.941522588496713e-07,5.0625,1.5,0.1,1823,100000.0,2511886.4315095823,7,25118.864315095823,512
360,360,101,1000.0,2,1e-05,1823,5.7156262914814434e-11,7.051538070512922e-08,5.0625,1.5,0.1,1823,100000.0,3981071.705534969,8,39810.71705534969,512
360,360,101,1000.0,2,1e-05,1823,4.5478723733579685e-11,2.634153800247251e-07,5.0625,1.5,0.1,1823,100000.0,6309573.444801929,9,63095.73444801929,512
360,360,101,1000.0,2,1e-05,1823,2.214141779871587e-11,1.7375090885611155e-06,5.0625,1.5,0.1,1823,100000.0,10000000.0,10,100000.0,512
360,360,101,1000.0,2,1e-05,1823,9.380897842114953e-12,2.2520518482030095e-06,5.0625,1.5,0.1,1823,100000.0,15848931.924611142,11,158489.3192461114,512
360,360,101,1000.0,2,1e-05,1823,4.152653004061232e-12,3.0511144019130676e-06,5.0625,1.5,0.1,1823,100000.0,25118864.315095823,12,251188.64315095823,512
360,360,101,1000.0,2,1e-05,1823,1.852382923847345e-12,2.4110926883967556e-06,5.0625,1.5,0.1,1823,100000.0,39810717.05534969,13,398107.1705534969,512
360,360,101,1000.0,2,1e-05,1823,8.223987730895898e-13,1.4548410499820282e-05,5.0625,1.5,0.1,1823,100000.0,63095734.44801943,14,630957.3444801943,512
360,360,101,1000.0,2,1e-05,1823,3.6228919680602726e-13,0.001792147410821166,5.0625,1.5,0.1,1823,100000.0,100000000.0,15,1000000.0,512
360,360,101,10000.0,2,1e-05,2734,2.4400829291339384e-12,0.0,7.59375,1.5,0.1,2734,100000.0,100000.0,0,1000.0,767
360,360,101,10000.0,2,1e-05,2734,3.865213806171529e-12,0.0,7.59375,1.5,0.1,2734,100000.0,158489.3192461114,1,1584.893192461114,767
360,360,101,10000.0,2,1e-05,2734,6.117739893681583e-12,0.0,7.59375,1.5,0.1,2734,100000.0,251188.6431509582,2,2511.886431509582,767
360,360,101,10000.0,2,1e-05,2734,9.663417315889576e-12,0.0,7.59375,1.5,0.1,2734,100000.0,398107.1705534969,3,3981.071705534969,767
360,360,101,10000.0,2,1e-05,2734,1.5186767590511062e-11,0.0,7.59375,1.5,0.1,2734,100000.0,630957.344480193,4,6309.57344480193,767
360,360,101,10000.0,2,1e-05,2734,2.356582352631579e-11,0.0,7.59375,1.5,0.1,2734,100000.0,1000000.0,5,10000.0,767
360,360,101,10000.0,2,1e-05,2734,3.5429944068148555e-11,0.0,7.59375,1.5,0.1,2734,100000.0,1584893.1924611141,6,15848.93192461114,767
360,360,101,10000.0,2,1e-05,2734,4.9294587908149617e-11,0.0,7.59375,1.5,0.1,2734,100000.0,2511886.4315095823,7,25118.864315095823,767
360,360,101,10000.0,2,1e-05,2734,5.715625888441908e-11,0.0,7.59375,1.5,0.1,2734,100000.0,3981071.705534969,8,39810.71705534969,767
360,360,101,10000.0,2,1e-05,2734,4.5478711753787546e-11,0.0,7.59375,1.5,0.1,2734,100000.0,6309573.444801929,9,63095.73444801929,767
360,360,101,10000.0,2,1e-05,2734,2.2141379327868056e-11,0.0,7.59375,1.5,0.1,2734,100000.0,10000000.0,10,100000.0,767
360,360,101,10000.0,2,1e-05,2734,9.380876715894207e-12,0.0,7.59375,1.5,0.1,2734,100000.0,15848931.924611142,11,158489.3192461114,767
360,360,101,10000.0,2,1e-05,2734,4.152640333880503e-12,0.0,7.59375,1.5,0.1,2734,100000.0,25118864.315095823,12,251188.64315095823,767
360,360,101,10000.0,2,1e-05,2734,1.8523873901250375e-12,0.0,7.59375,1.5,0.1,2734,100000.0,39810717.05534969,13,398107.1705534969,767
360,360,101,10000.0,2,1e-05,2734,8.223868086687077e-13,0.0,7.59375,1.5,0.1,2734,100000.0,63095734.44801943,14,630957.3444801943,767
360,360,101,10000.0,2,1e-05,2734,3.616410826760628e-13,0.0,7.59375,1.5,0.1,2734,100000.0,100000000.0,15,1000000.0,767
360,360,101,0.1,3,1.0,360,7.345357807568791e-12,0.9917137279895671,1.0,1.5,0.1,360,100000.0,100000.0,0,1000.0,101
360,360,101,0.1,3,1.0,360,1.164314730118907e-11,0.9917119600605923,1.0,1.5,0.1,360,100000.0,158489.3192461114,1,1584.893192461114,101
360,360,101,0.1,3,1.0,360,1.845842879384843e-11,0.9917074580101651,1.0,1.5,0.1,360,100000.0,251188.6431509582,2,2511.886431509582,101
360,360,101,0.1,3,1.0,360,2.931152508829151e-11,0.9916864373711554,1.0,1.5,0.1,360,100000.0,398107.1705534969,3,3981.071705534969,101
360,360,101,0.1,3,1.0,360,4.664385874873086e-11,0.9916401678060661,1.0,1.5,0.1,360,100000.0,630957.344480193,4,6309.57344480193,101
360,360,101,0.1,3,1.0,360,7.471062213920739e-11,0.9915194130245708,1.0,1.5,0.1,360,100000.0,1000000.0,5,10000.0,101
360,360,101,0.1,3,1.0,360,1.2146053668964192e-10,0.9912181783984843,1.0,1.5,0.1,360,100000.0,1584893.1924611141,6,15848.93192461114,101
360,360,101,0.1,3,1.0,360,2.042102904825899e-10,0.9904620069363362,1.0,1.5,0.1,360,100000.0,2511886.4315095823,7,25118.864315095823,101
360,360,101,0.1,3,1.0,360,3.6616593620758994e-10,0.9885665996250776,1.0,1.5,0.1,360,100000.0,3981071.705534969,8,39810.71705534969,101
360,360,101,0.1,3,1.0,360,7.179737612287449e-10,0.9837960192123295,1.0,1.5,0.1,360,100000.0,6309573.444801929,9,63095.73444801929,101
360,360,101,0.1,3,1.0,360,1.496985284298349e-09,0.9716499442290834,1.0,1.5,0.1,360,100000.0,10000000.0,10,100000.0,101
360,360,101,0.1,3,1.0,360,3.0130345042106877e-09,0.9408895411792427,1.0,1.5,0.1,360,100000.0,15848931.924611142,11,158489.3192461114,101
360,360,101,0.1,3,1.0,360,5.112300464033399e-09,0.8700967371795305,1.0,1.5,0.1,360,100000.0,25118864.315095823,12,251188.64315095823,101
360,360,101,0.1,3,1.0,360,6.398695238232764e-09,0.745049054907504,1.0,1.5,0.1,360,100000.0,39810717.05534969,13,398107.1705534969,101
360,360,101,0.1,3,1.0,360,5.660588638819848e-09,0.5951178364067284,1.0,1.5,0.1,360,100000.0,63095734.44801943,14,630957.3444801943,101
360,360,101,0.1,3,1.0,360,3.8112946325812826e-09,0.4669829030668346,1.0,1.5,0.1,360,100000.0,100000000.0,15,1000000.0,101
360,360,101,1.0,3,1.0,540,4.376812791393685e-10,0.5062533061240523,1.5,1.5,0.1,540,100000.0,100000.0,0,1000.0,152
360,360,101,1.0,3,1.0,540,6.936055646590807e-10,0.5062648892621286,1.5,1.5,0.1,540,100000.0,158489.3192461114,1,1584.893192461114,152
360,360,101,1.0,3,1.0,540,1.0994262262162089e-09,0.5060772372639843,1.5,1.5,0.1,540,100000.0,251188.6431509582,2,2511.886431509582,152
360,360,101,1.0,3,1.0,540,1.7432836152659254e-09,0.5055563478291596,1.5,1.5,0.1,540,100000.0,398107.1705534969,3,3981.071705534969,152
360,360,101,1.0,3,1.0,540,2.7658098743739553e-09,0.5042925896279775,1.5,1.5,0.1,540,100000.0,630957.344480193,4,6309.57344480193,152
360,360,101,1.0,3,1.0,540,4.3943230980054905e-09,0.5011895475674798,1.5,1.5,0.1,540,100000.0,1000000.0,5,10000.0,152
360,360,101,1.0,3,1.0,540,7.005055842474629e-09,0.49352149764941455,1.5,1.5,0.1,540,100000.0,1584893.1924611141,6,15848.93192461114,152
360,360,101,1.0,3,1.0,540,1.1237250275484989e-08,0.4751448865336874,1.5,1.5,0.1,540,100000.0,2511886.4315095823,7,25118.864315095823,152
360,360,101,1.0,3,1.0,540,1.8124421824197008e-08,0.43407141192253473,1.5,1.5,0.1,540,100000.0,3981071.705534969,8,39810.71705534969,152
360,360,101,1.0,3,1.0,540,2.8559199427799865e-08,0.3554461961850431,1.5,1.5,0.1,540,100000.0,6309573.444801929,9,63095.73444801929,152
360,360,101,1.0,3,1.0,540,3.985352930050274e-08,0.2452499098101127,1.5,1.5,0.1,540,100000.0,10000000.0,10,100000.0,152
360,360,101,1.0,3,1.0,540,4.3432510201557285e-08,0.14793023373496939,1.5,1.5,0.1,540,100000.0,15848931.924611142,11,158489.3192461114,152
360,360,101,1.0,3,1.0,540,3.5874822360570065e-08,0.0884228126791208,1.5,1.5,0.1,540,100000.0,25118864.315095823,12,251188.64315095823,152
360,360,101,1.0,3,1.0,540,2.3686249282723942e-08,0.05624015279796757,1.5,1.5,0.1,540,100000.0,39810717.05534969,13,398107.1705534969,152
360,360,101,1.0,3,1.0,540,1.343540589830048e-08,0.03901227311373529,1.5,1.5,0.1,540,100000.0,63095734.44801943,14,630957.3444801943,152
360,360,101,1.0,3,1.0,540,6.940248510945145e-09,0.029392510965941015,1.5,1.5,0.1,540,100000.0,100000000.0,15,1000000.0,152
360,360,101,10.0,3,1.0,810,8.864670270874383e-10,2.029950906696444e-05,2.25,1.5,0.1,810,100000.0,100000.0,0,1000.0,228
360,360,101,10.0,3,1.0,810,1.4047815578363918e-09,2.2471904789191654e-05,2.25,1.5,0.1,810,100000.0,158489.3192461114,1,1584.893192461114,228
360,360,101,10.0,3,1.0,810,2.2259730248130275e-09,2.9579042696835782e-05,2.25,1.5,0.1,810,100000.0,251188.6431509582,2,2511.886431509582,228
360,360,101,10.0,3,1.0,810,3.5257269944730805e-09,5.898960585082135e-06,2.25,1.5,0.1,810,100000.0,398107.1705534969,3,3981.071705534969,228
360,360,101,10.0,3,1.0,810,5.57945657146335e-09,1.1535879957008593e-05,2.25,1.5,0.1,810,100000.0,630957.344480193,4,6309.57344480193,228
360,360,101,10.0,3,1.0,810,8.809611540488866e-09,7.328228807917545e-07,2.25,1.5,0.1,810,100000.0,1000000.0,5,10000.0,228
360,360,101,10.0,3,1.0,810,1.3830850165089206e-08,3.934961479375289e-06,2.25,1.5,0.1,810,100000.0,1584893.1924611141,6,15848.93192461114,228
360,360,101,10.0,3,1.0,810,2.141026980092417e-08,3.4982066313857382e-06,2.25,1.5,0.1,810,100000.0,2511886.4315095823,7,25118.864315095823,228
360,360,101,10.0,3,1.0,810,3.202600713340188e-08,6.165475544204682e-07,2.25,1.5,0.1,810,100000.0,3981071.705534969,8,39810.71705534969,228
360,360,101,10.0,3,1.0,810,4.4308506267259486e-08,5.892364433098706e-07,2.25,1.5,0.1,810,100000.0,6309573.444801929,9,63095.73444801929,228
360,360,101,10.0,3,1.0,810,5.2803620400002964e-08,1.9970005698469085e-07,2.25,1.5,0.1,810,100000.0,10000000.0,10,100000.0,228
360,360,101,10.0,3,1.0,810,5.097298437705599e-08,6.603908394435165e-07,2.25,1.5,0.1,810,100000.0,15848931.924611142,11,158489.3192461114,228
360,360,101,10.0,3,1.0,810,3.9354715605839656e-08,1.0759416164037422e-06,2.25,1.5,0.1,810,100000.0,25118864.315095823,12,251188.64315095823,228
360,360,101,10.0,3,1.0,810,2.5097797841739745e-08,1.8818303956307327e-06,2.25,1.5,0.1,810,100000.0,39810717.05534969,13,398107.1705534969,228
360,360,101,10.0,3,1.0,810,1.3980877745442785e-08,3.42573701879193e-06,2.25,1.5,0.1,810,100000.0,63095734.44801943,14,630957.3444801943,228
360,360,101,10.0,3,1.0,810,7.150459952858191e-09,5.975194846991661e-06,2.25,1.5,0.1,810,100000.0,100000000.0,15,1000000.0,228
360,360,101,100.0,3,1.0,1215,8.864684942958817e-10,2.195466169215121e-05,3.375,1.5,0.1,1215,100000.0,100000.0,0,1000.0,341
360,360,101,100.0,3,1.0,1215,1.4047837222201873e-09,2.0931213180839206e-05,3.375,1.5,0.1,1215,100000.0,158489.3192461114,1,1584.893192461114,341
360,360,101,100.0,3,1.0,1215,2.2258876328031373e-09,8.78374730653251e-06,3.375,1.5,0.1,1215,100000.0,251188.6431509582,2,2511.886431509582,341
360,360,101,100.0,3,1.0,1215,3.525688187283603e-09,1.6905757372306524e-05,3.375,1.5,0.1,1215,100000.0,398107.1705534969,3,3981.071705534969,341
360,360,101,100.0,3,1.0,1215,5.5795104179804684e-09,1.885137942625862e-06,3.375,1.5,0.1,1215,100000.0,630957.344480193,4,6309.57344480193,341
360,360,101,100.0,3,1.0,1215,8.80962575696305e-09,2.346569927152441e-06,3.375,1.5,0.1,1215,100000.0,1000000.0,5,10000.0,341
360,360,101,100.0,3,1.0,1215,1.383087154432039e-08,2.3892034961358826e-06,3.375,1.5,0.1,1215,100000.0,1584893.1924611141,6,15848.93192461114,341
360,360,101,100.0,3,1.0,1215,2.1410252264284992e-08,2.679127717938183e-06,3.375,1.5,0.1,1215,100000.0,2511886.4315095823,7,25118.864315095823,341
360,360,101,100.0,3,1.0,1215,3.2025949140608844e-08,1.1942566633019302e-06,3.375,1.5,0.1,1215,100000.0,3981071.705534969,8,39810.71705534969,341
