dphires,force_n,relative_error,rhomax_fraction,rhores,test_type,test_value,velocity_cm_s,velocity_index,vres
1000,6.436295760611523e-14,0.0,1.0,300,dphires,1000.0,251188.6431509582,2,100
1000,9.543789848352502e-14,0.0,1.0,300,dphires,1000.0,398107.1705534969,3,100
1000,1.2840713041259738e-13,0.0,1.0,300,dphires,1000.0,630957.344480193,4,100
1000,1.3794718220519054e-13,0.0,1.0,300,dphires,1000.0,1000000.0,5,100
1000,9.553732400540293e-14,0.0,1.0,300,dphires,1000.0,1584893.1924611141,6,100
1000,4.1845652335582e-14,0.0,1.0,300,dphires,1000.0,2511886.4315095823,7,100
1000,1.765603699045977e-14,0.0,1.0,300,dphires,1000.0,3981071.705534969,8,100
1000,7.78192295268471e-15,0.0,1.0,300,dphires,1000.0,6309573.444801929,9,100
1000,3.449266614904916e-15,0.0,1.0,300,dphires,1000.0,10000000.0,10,100
1000,1.5218945500110122e-15,0.0,1.0,300,dphires,1000.0,15848931.924611142,11,100
1000,6.667300501045502e-16,0.0,1.0,300,dphires,1000.0,25118864.315095823,12,100
1000,2.899891262375453e-16,0.0,1.0,300,dphires,1000.0,39810717.05534969,13,100
1000,1.2531655264455443e-16,0.0,1.0,300,dphires,1000.0,63095734.44801943,14,100
1000,5.386775556327824e-17,0.0,1.0,300,dphires,1000.0,100000000.0,15,100
300,2.6946370224107124e-14,0.01316645683725578,1.0,30,rhores,30.0,100000.0,0,100
300,4.2252258148694544e-14,0.013127511912072358,1.0,30,rhores,30.0,158489.3192461114,1,100
300,6.519384668116915e-14,0.01302993838018139,1.0,30,rhores,30.0,251188.6431509582,2,100
300,9.664697022913003e-14,0.01278667735474372,1.0,30,rhores,30.0,398107.1705534969,3,100
300,1.299576938640798e-13,0.012187165475586206,1.0,30,rhores,30.0,630957.344480193,4,100
300,1.3941905866636566e-13,0.01076674981590612,1.0,30,rhores,30.0,1000000.0,5,100
300,9.62850665808204e-14,0.007891874596831574,1.0,30,rhores,30.0,1584893.1924611141,6,100
300,4.204662647022112e-14,0.004824244681184423,1.0,30,rhores,30.0,2511886.4315095823,7,100
300,1.7722045086245563e-14,0.003713805365214508,1.0,30,rhores,30.0,3981071.705534969,8,100
300,7.807476783148262e-15,0.003174838994539006,1.0,30,rhores,30.0,6309573.444801929,9,100
300,3.4599097947513312e-15,0.0027952051445537347,1.0,30,rhores,30.0,10000000.0,10,100
300,1.5267664359158971e-15,0.002502808860648634,1.0,30,rhores,30.0,15848931.924611142,11,100
300,6.693301361178589e-16,0.0022676471005170086,1.0,30,rhores,30.0,25118864.315095823,12,100
300,2.916911019812851e-16,0.002073958156605997,1.0,30,rhores,30.0,39810717.05534969,13,100
300,1.2666728879578452e-16,0.0019119465380724125,1.0,30,rhores,30.0,63095734.44801943,14,100
300,5.509300477322127e-17,0.001775884005202938,1.0,30,rhores,30.0,100000000.0,15,100
300,2.6628109488190006e-14,0.0012000547030236927,1.0,100,rhores,100.0,100000.0,0,100
300,4.175467657005044e-14,0.0011964670677730588,1.0,100,rhores,100.0,158489.3192461114,1,100
300,6.443172167381508e-14,0.0011874794896417952,1.0,100,rhores,100.0,251188.6431509582,2,100
300,9.553795834382056e-14,0.0011650770106601362,1.0,100,rhores,100.0,398107.1705534969,3,100
300,1.285354501165672e-13,0.001109892367648701,1.0,100,rhores,100.0,630957.344480193,4,100
300,1.3806903574509593e-13,0.000979291104294736,1.0,100,rhores,100.0,1000000.0,5,100
300,9.559951417529507e-14,0.0007156558572484105,1.0,100,rhores,100.0,1584893.1924611141,6,100
300,4.186299624613893e-14,0.0004358759414306263,1.0,100,rhores,100.0,2511886.4315095823,7,100
300,1.7662394011424516e-14,0.0003353799627632331,1.0,100,rhores,100.0,3981071.705534969,8,100
300,7.784998928862646e-15,0.0002866821059285703,1.0,100,rhores,100.0,6309573.444801929,9,100
300,3.4511363189520107e-15,0.0002523644388922965,1.0,100,rhores,100.0,10000000.0,10,100
300,1.5232987730539473e-15,0.00022587790545577018,1.0,100,rhores,100.0,15848931.924611142,11,100
300,6.679523150821254e-16,0.00020447173593559625,1.0,100,rhores,100.0,25118864.315095823,12,100
300,2.9114170786855017e-16,0.00018657273621847938,1.0,100,rhores,100.0,39810717.05534969,13,100
300,1.2644719265960374e-16,0.0001710318131831248,1.0,100,rhores,100.0,63095734.44801943,14,100
300,5.500395815214445e-17,0.0001567173267089718,1.0,100,rhores,100.0,100000000.0,15,100
300,2.6599458606903194e-14,0.00012279970959769697,1.0,300,rhores,300.0,100000.0,0,100
300,4.170988418630815e-14,0.00012243225207804343,1.0,300,rhores,300.0,158489.3192461114,1,100
300,6.436312099730462e-14,0.00012151172372531404,1.0,300,rhores,300.0,251188.6431509582,2,100
300,9.54381553159271e-14,0.00011921725147134792,1.0,300,rhores,300.0,398107.1705534969,3,100
300,1.2840752876614287e-13,0.00011356544586409478,1.0,300,rhores,300.0,630957.344480193,4,100
300,1.3794777799638352e-13,0.00010019106066780076,1.0,300,rhores,300.0,1000000.0,5,100
