time_s,mean_projected_velocity_cm_s,sem_projected_velocity_cm_s
5.9396424e-18,30005533.424085356,7059.991304088537
5.999038824e-16,29978272.6884301,11569.044569314576
1.1938681224e-15,29959827.70024055,13046.058877793414
1.7878323623999997e-15,29937969.630247988,14434.890482446044
2.3817966024e-15,29913667.19801056,18019.151450612095
2.9757608424e-15,29899235.18770514,18757.061666562306
3.5697250823999995e-15,29872493.031482823,21864.062604482875
4.1636893223999994e-15,29855628.206717797,22661.43563192862
4.7576535624e-15,29827423.4756881,23816.729558327792
5.3516178024e-15,29810900.312918674,24419.133014563027
5.9455820424e-15,29784690.10829105,25669.472316883755
6.5395462824e-15,29748992.38653981,27740.150946887537
7.1335105224e-15,29731659.786434963,28191.248062617356
7.7274747624e-15,29706620.800956197,28720.34426370355
8.3214390024e-15,29683075.416376293,29616.759349998556
8.9154032424e-15,29666288.18763195,30320.575708890803
9.5093674824e-15,29645859.566326257,31662.195409262273
1.01033317224e-14,29617164.024802875,32760.653328145876
1.06972959624e-14,29586773.804694798,34118.019644594635
1.12912602024e-14,29569303.606541023,34363.40560320857
1.1885224442399999e-14,29558401.074068673,34593.34518428771
1.2479188682399999e-14,29536196.022781994,35083.83589206767
1.3073152922399999e-14,29520949.292102966,35489.26130226014
1.3667117162399999e-14,29498106.646155566,36029.34044526913
1.42610814024e-14,29478149.41225067,37959.527937803614
1.48550456424e-14,29468060.39791066,38199.49346342385
1.54490098824e-14,29444447.610747427,38576.338569887324
1.60429741224e-14,29415380.042073492,39550.70733911839
1.66369383624e-14,29389862.31415386,40692.110988344386
1.72309026024e-14,29365925.567688905,41289.03003367594
1.78248668424e-14,29344560.593027674,41741.16228351675
1.84188310824e-14,29325503.57259987,42459.68408707045
1.90127953224e-14,29293004.876090582,44649.82826505586
1.96067595624e-14,29272059.32118827,45084.58915076016
2.02007238024e-14,29250686.76070056,45774.15426311954
2.07946880424e-14,29236980.16000707,46525.546505723134
2.13886522824e-14,29208818.096634503,46741.613762697816
2.19826165224e-14,29187829.170883726,47309.3120593379
2.25765807624e-14,29168160.268450793,47661.893905139244
2.31705450024e-14,29147940.499164574,48478.938910450845
2.37645092424e-14,29134193.960402362,48685.535265736835
2.43584734824e-14,29116267.78784579,49182.25913901579
2.49524377224e-14,29091443.826317932,49297.6883401727
2.55464019624e-14,29068811.87702558,49718.337381368525
2.61403662024e-14,29042920.93977365,50046.7553257716
2.67343304424e-14,29025379.15928274,50081.13597617414
2.73282946824e-14,28999335.003736876,50750.870794341114
2.79222589224e-14,28985565.578038163,50903.551513196326
2.85162231624e-14,28956863.677113444,51078.19361239954
2.91101874024e-14,28923752.355039112,52003.581788415955
2.97041516424e-14,28912469.733005892,52050.4098626534
3.02981158824e-14,28891420.22973795,52792.027179968114
3.08920801224e-14,28847356.593005907,54465.26456338635
3.14860443624e-14,28824211.753709216,54660.33146605313
3.20800086024e-14,28803295.68164488,55182.94514086472
3.26739728424e-14,28783806.4763768,54945.54871638017
3.32679370824e-14,28768792.10916057,54873.88857988933
3.38619013224e-14,28748825.427094072,55072.72269075554
3.44558655624e-14,28719052.249310788,56367.83128996544
3.50498298024e-14,28698221.03753561,56274.62597706362
3.56437940424e-14,28670892.82153553,57390.76655440532
3.62377582824e-14,28649130.334738802,57179.56347370282
3.68317225224e-14,28632381.54534419,57879.39621244674
3.74256867624e-14,28613489.03863516,58166.932216086745
3.80196510024e-14,28582685.046627223,58916.93786692527
3.86136152424e-14,28556741.466899663,59057.60581358821
3.92075794824e-14,28530958.902311012,59444.742607286564
3.98015437224e-14,28504441.609635603,60492.063849651015
