time_s,mean_projected_velocity_cm_s,sem_projected_velocity_cm_s
5.9396424e-18,30009501.63493342,6931.52561791535
5.999038824e-16,29981552.202953797,12564.186443819332
1.1938681224e-15,29944549.879808452,16832.48439136034
1.7878323623999997e-15,29928840.564254075,17711.303399987704
2.3817966024e-15,29898969.630118363,18845.85299299558
2.9757608424e-15,29870444.792980637,20612.095120762504
3.5697250823999995e-15,29839870.170833882,21947.855267329254
4.1636893223999994e-15,29819137.593352307,22929.04221728168
4.7576535624e-15,29803885.03826697,23041.88032567194
5.3516178024e-15,29777118.57336979,25203.596772145283
5.9455820424e-15,29750907.20378612,25391.702085720855
6.5395462824e-15,29737855.180715695,25480.169542076117
7.1335105224e-15,29718463.540541813,26713.014592685235
7.7274747624e-15,29705851.462689653,26970.8592461406
8.3214390024e-15,29690208.753225945,27151.545390978223
8.9154032424e-15,29673236.59523168,27423.92499125353
9.5093674824e-15,29645619.4990471,28442.936151754424
1.01033317224e-14,29625665.726083744,28331.489105125776
1.06972959624e-14,29607985.5658313,28739.54020645548
1.12912602024e-14,29588690.5079064,28939.914053570043
1.1885224442399999e-14,29574843.283498142,29750.280572720996
1.2479188682399999e-14,29551049.179530144,30471.338949828365
1.3073152922399999e-14,29526273.318957295,31166.98687651091
1.3667117162399999e-14,29511851.783306014,31234.98784174736
1.42610814024e-14,29477436.587165095,32414.95641871195
1.48550456424e-14,29461963.013535094,32796.49289340624
1.54490098824e-14,29440719.897704456,32928.988613421534
1.60429741224e-14,29425322.17661038,32932.369659144126
1.66369383624e-14,29402401.089893926,33983.437525889894
1.72309026024e-14,29373951.99988158,35027.34360703612
1.78248668424e-14,29353183.900850352,35571.72340638407
1.84188310824e-14,29334755.92574897,35993.984159245876
1.90127953224e-14,29313706.796127655,36489.51776909783
1.96067595624e-14,29290896.722869962,37103.909401668694
2.02007238024e-14,29261840.163239922,38087.49132426339
2.07946880424e-14,29243445.98567027,38498.34665502599
2.13886522824e-14,29212159.09201472,39021.91348242345
2.19826165224e-14,29185461.344650906,40500.54248580296
2.25765807624e-14,29172709.5262729,40405.26577056169
2.31705450024e-14,29148852.76533726,41332.455166464184
2.37645092424e-14,29133714.41564897,41814.82992403488
2.43584734824e-14,29113023.842275683,42539.09508638773
2.49524377224e-14,29090788.785961024,42861.39403414199
2.55464019624e-14,29071146.80722019,42912.08406755719
2.61403662024e-14,29030474.145525552,44897.487091262126
2.67343304424e-14,29015372.64134239,45216.83050287303
2.73282946824e-14,29001976.50649854,45260.944755428514
2.79222589224e-14,28976617.78107601,46028.37068680139
2.85162231624e-14,28957594.854419664,46362.354429182706
