time_s,mean_projected_velocity_cm_s,sem_projected_velocity_cm_s
5.9396424e-18,30005684.839129843,3916.8714851798386
5.999038824e-16,29987887.04860497,5732.459946584361
1.1938681224e-15,29967350.424678586,6836.025234867234
1.7878323623999997e-15,29954165.39799868,7384.848473404008
2.3817966024e-15,29936436.22693298,8013.244868208999
2.9757608424e-15,29928441.77833966,8189.718817572806
3.5697250823999995e-15,29913218.494032767,8653.723409357823
4.1636893223999994e-15,29896582.546628196,9291.99290775617
4.7576535624e-15,29886933.81328334,9458.480283850478
5.3516178024e-15,29873028.210577827,9903.404501422307
5.9455820424e-15,29855464.750154663,10391.855540479663
6.5395462824e-15,29842477.900263377,10603.162977793138
7.1335105224e-15,29828900.33393966,10901.763985828895
7.7274747624e-15,29811670.689649798,11287.597885676794
8.3214390024e-15,29796781.09332335,11577.830774384756
8.9154032424e-15,29773825.30326588,12458.429552898444
9.5093674824e-15,29759844.685434204,12906.777495670345
1.01033317224e-14,29746736.478126965,13129.917191604607
1.06972959624e-14,29736549.479948845,13349.973823016078
1.12912602024e-14,29723418.198372066,13486.133875830457
1.1885224442399999e-14,29706802.086819902,14122.360711402016
1.2479188682399999e-14,29687158.672334947,14402.397932353037
1.3073152922399999e-14,29667567.192734,14781.538637596374
1.3667117162399999e-14,29655833.641297203,14936.800903722095
1.42610814024e-14,29644219.966817223,15243.305226354822
1.48550456424e-14,29628494.967779476,15608.438427315266
1.54490098824e-14,29608672.03135804,16031.465692800968
1.60429741224e-14,29595233.479555383,16403.6286568603
1.66369383624e-14,29581289.547059413,16520.223314486662
1.72309026024e-14,29568324.117535584,16771.380829436315
1.78248668424e-14,29552107.880636673,17064.60269960373
1.84188310824e-14,29538670.298226252,17307.9589851531
1.90127953224e-14,29522337.681406435,17541.130021525118
1.96067595624e-14,29506014.303773414,17853.755599224412
2.02007238024e-14,29489716.589904483,18085.22330361701
2.07946880424e-14,29471886.66126934,18369.47664124992
2.13886522824e-14,29452991.396574356,18763.02073287789
2.19826165224e-14,29435950.934864417,19047.385113648485
2.25765807624e-14,29420060.138379313,19370.742130191386
2.31705450024e-14,29408010.54125028,19566.583972368346
2.37645092424e-14,29389376.220827285,19712.184578607208
2.43584734824e-14,29381870.7980633,19809.749625977613
2.49524377224e-14,29364282.27159399,20161.921764021947
2.55464019624e-14,29347296.047918677,20309.925867287267
2.61403662024e-14,29326546.129824907,20707.18225845974
2.67343304424e-14,29311052.218903363,20897.8202228621
2.73282946824e-14,29297045.932239756,20931.24088700487
