time_s,mean_projected_velocity_cm_s,sem_projected_velocity_cm_s
5.9396424e-18,30015646.68335102,12102.397308212017
5.999038824e-16,29989850.209772363,16180.884173823351
1.1938681224e-15,29959274.37454832,20881.211477485136
1.7878323623999997e-15,29941570.67527921,21870.184748604606
2.3817966024e-15,29928566.311881997,21989.045638286956
2.9757608424e-15,29908385.689554263,25001.55001546158
3.5697250823999995e-15,29877910.777930878,28399.75492608944
4.1636893223999994e-15,29866882.267707825,29510.81648539281
4.7576535624e-15,29831285.50541306,33279.440296742556
5.3516178024e-15,29817025.932376064,34317.923031535865
5.9455820424e-15,29796556.200217906,37026.52690815535
6.5395462824e-15,29783933.835062202,37192.482848982974
7.1335105224e-15,29775891.928618204,37444.551140924814
7.7274747624e-15,29765860.002724,37455.9670874142
8.3214390024e-15,29736577.1017587,42219.38261610539
8.9154032424e-15,29707579.872154538,44074.13730583326
9.5093674824e-15,29671011.27486197,46182.79408022647
1.01033317224e-14,29640034.9974317,48895.371052818955
1.06972959624e-14,29575281.640147947,54968.30353582058
1.12912602024e-14,29547294.837802246,55567.158880931456
1.1885224442399999e-14,29517473.022491846,58846.75205925359
1.2479188682399999e-14,29506089.919915725,58813.77145132558
1.3073152922399999e-14,29496013.925238553,58911.37242776567
1.3667117162399999e-14,29467221.479264446,64874.25351558012
1.42610814024e-14,29438606.938205943,64773.26323034216
1.48550456424e-14,29420786.920084156,64206.21578672243
1.54490098824e-14,29400317.767642487,64940.04517630325
1.60429741224e-14,29376873.952367563,65107.46812528399
1.66369383624e-14,29353565.608399805,65256.693264688525
1.72309026024e-14,29334207.776411448,65410.09260769817
1.78248668424e-14,29301017.120328322,65248.27963807816
1.84188310824e-14,29285755.626241177,65861.8973049222
1.90127953224e-14,29255411.478166886,66239.16937186898
1.96067595624e-14,29223508.089970633,69860.0188886573
2.02007238024e-14,29183790.84455912,70358.29863774838
2.07946880424e-14,29174503.101740528,70523.2018224136
2.13886522824e-14,29133999.467516113,73267.06879330268
2.19826165224e-14,29106202.82286772,73769.05017439341
2.25765807624e-14,29092988.220885657,74068.33647684782
2.31705450024e-14,29084032.032594934,74591.98347902764
2.37645092424e-14,29067595.956323337,74435.37885903384
2.43584734824e-14,29050124.204820946,74545.94615970369
2.49524377224e-14,29020887.055717804,76505.62901524108
2.55464019624e-14,29007166.888287447,76935.07059465082
2.61403662024e-14,28978529.322606273,78223.1265102898
2.67343304424e-14,28955885.13159752,78642.60829161217
2.73282946824e-14,28933704.95781996,79342.95765622325
2.79222589224e-14,28896601.557493243,80813.96070515744
2.85162231624e-14,28888456.715964675,80279.54165220493
2.91101874024e-14,28831024.86970855,83747.61009700262
2.97041516424e-14,28813236.243506875,84693.57491576801
3.02981158824e-14,28795282.93413505,84654.96868981402
3.08920801224e-14,28766776.98812253,86925.56362373625
3.14860443624e-14,28755561.065586947,86914.5466366394
3.20800086024e-14,28735635.150328778,85979.75604761255
3.26739728424e-14,28715716.18026121,85751.8413889635
3.32679370824e-14,28681392.84866297,91243.9274326152
3.38619013224e-14,28673365.512588173,91274.51302195792
3.44558655624e-14,28632763.079547103,93308.87572332023
3.50498298024e-14,28616124.800968908,93183.79139468048
3.56437940424e-14,28605851.90927002,92619.10031001196
3.62377582824e-14,28584728.89350491,93691.5367615796
3.68317225224e-14,28568785.86996826,95047.8377990803
3.74256867624e-14,28550628.292959474,94833.33443278252
