time_s,mean_projected_velocity_cm_s,sem_projected_velocity_cm_s
1.606027e-15,30005687.565277625,3911.111075559703
1.62208727e-13,30005687.866654586,3911.0919963334654
3.22811427e-13,30005688.678421628,3911.0719584261024
4.83414127e-13,30005687.593916122,3910.9890945877883
6.44016827e-13,30005684.79727413,3911.1004569685183
8.04619527e-13,30005686.268480457,3911.1457129868154
9.65222227e-13,30005686.520747125,3911.153593324964
1.125824927e-12,30005686.723688886,3911.1774102712548
1.286427627e-12,30005686.365358286,3911.2108862953914
1.447030327e-12,30005686.94242891,3911.252981332619
1.607633027e-12,30005686.13173636,3911.365246229368
1.768235727e-12,30005686.29024278,3911.3055503991027
1.928838427e-12,30005686.627726007,3911.462297697709
2.089441127e-12,30005685.728216436,3911.4466070988638
2.250043827e-12,30005686.772961553,3911.378809760347
2.410646527e-12,30005684.905488465,3911.3600095356087
2.571249227e-12,30005687.163532525,3911.3092588053314
2.731851927e-12,30005685.41501867,3911.2008166230253
2.892454627e-12,30005686.850817643,3911.077123546699
3.053057327e-12,30005685.251999673,3911.0580861955095
3.213660027e-12,30005685.03707473,3910.814269630432
3.374262727e-12,30005682.90707154,3910.595946931387
3.534865427e-12,30005683.91903975,3910.2536311511653
3.695468127e-12,30005686.665282343,3909.964462435731
3.856070827e-12,30005685.7777023,3909.5257519979964
4.016673527e-12,30005753.672458854,3909.8002661822047
4.177276227e-12,30005752.230588518,3910.2304886950583
4.337878927e-12,30005752.128554273,3910.389779975386
4.498481627e-12,30005751.635251556,3910.3623623211024
4.659084327e-12,30005752.609769326,3910.3675945115406
4.819687027e-12,30005751.834002662,3910.192466095856
4.980289727e-12,30005751.116426513,3910.166902373394
5.140892427e-12,30005750.239484068,3910.1222154938514
5.301495127e-12,30005750.416903496,3910.23542593122
5.462097827e-12,30005752.786921907,3910.1820541302413
5.622700527e-12,30005751.123411406,3910.2388555759057
5.783303227e-12,30005751.831262078,3910.180432840921
5.943905927e-12,30005752.216782518,3910.19093736439
