time_s,mean_projected_velocity_cm_s,sem_projected_velocity_cm_s
5.9396424e-18,30005750.913921062,3916.3613916776144
5.999038824e-16,29977497.749048937,5899.371862114135
1.1938681224e-15,29949006.047259822,7287.988770911804
1.7878323623999997e-15,29930586.91040658,7784.056002526527
2.3817966024e-15,29904389.437128693,8639.554771972777
2.9757608424e-15,29885973.330848727,9589.125948776928
3.5697250823999995e-15,29860538.351404432,10563.2221908833
4.1636893223999994e-15,29837100.13039514,11030.314578790953
4.7576535624e-15,29817825.78769585,11410.547677520468
5.3516178024e-15,29794828.39480715,12073.36170090811
5.9455820424e-15,29769570.03907183,12632.760036486052
6.5395462824e-15,29750655.551497787,12718.766991071761
7.1335105224e-15,29730983.32069718,13025.176428302653
7.7274747624e-15,29710562.822975516,13383.539944107111
8.3214390024e-15,29686075.044153396,13862.62227517317
8.9154032424e-15,29663098.035347037,14511.60217237653
9.5093674824e-15,29642295.90338543,14943.623215104772
1.01033317224e-14,29620371.689422313,15233.55212140759
1.06972959624e-14,29597689.775750015,15806.67381140071
1.12912602024e-14,29582058.093662754,16056.111330191063
1.1885224442399999e-14,29553543.843312677,16740.438762454516
1.2479188682399999e-14,29530891.837220926,17192.61849384701
1.3073152922399999e-14,29511939.973640624,17388.73767479397
1.3667117162399999e-14,29488529.837053508,17628.54363793659
1.42610814024e-14,29463942.13704638,17997.69654999608
1.48550456424e-14,29448415.051832404,18119.687009322988
1.54490098824e-14,29423547.133228697,18494.824887087714
1.60429741224e-14,29403985.64014963,18711.662233241095
1.66369383624e-14,29379696.41976414,19191.995928337303
1.72309026024e-14,29357875.072148856,19438.762655289673
1.78248668424e-14,29331554.944040578,19699.26015070446
1.84188310824e-14,29312430.466202788,19931.297319213536
1.90127953224e-14,29293815.086262565,20067.650643391313
1.96067595624e-14,29271788.76997973,20433.535891292795
2.02007238024e-14,29247577.19648149,20721.64711102169
2.07946880424e-14,29225757.485424094,20926.038737736533
2.13886522824e-14,29205313.28985284,21118.836032790008
2.19826165224e-14,29185390.307436403,21245.4079276707
2.25765807624e-14,29165648.85435871,21337.73970107308
2.31705450024e-14,29148303.028286573,21496.578189883323
2.37645092424e-14,29126785.24265976,21801.732128084157
2.43584734824e-14,29099710.627304964,22191.32536639146
2.49524377224e-14,29076166.308447897,22779.67888012225
2.55464019624e-14,29052024.95253512,23142.615704923828
2.61403662024e-14,29034116.68467872,23297.418952918622
2.67343304424e-14,29010853.868097726,23724.13450956628
2.73282946824e-14,28986881.669407226,24066.225795670194
2.79222589224e-14,28968916.37066395,24267.96613693393
2.85162231624e-14,28945383.227179054,24406.705856361514
2.91101874024e-14,28923635.997280777,24527.156868049675
2.97041516424e-14,28894188.801087685,25172.771472437056
3.02981158824e-14,28868794.62065516,25554.713917974623
3.08920801224e-14,28846854.656569246,25751.6436637025
3.14860443624e-14,28826881.47543741,26008.48244636783
3.20800086024e-14,28802553.29338036,26206.128550737572
3.26739728424e-14,28783986.40954292,26428.683076454567
3.32679370824e-14,28761576.72216185,26618.37579399147
3.38619013224e-14,28732075.899993524,27121.644593323534
3.44558655624e-14,28712023.05833356,27217.352108277635
3.50498298024e-14,28689851.660526253,27286.16247662297
3.56437940424e-14,28667361.09124922,27877.273456086492
3.62377582824e-14,28642535.260736376,28096.12599431321
3.68317225224e-14,28622515.294276133,28392.3498066444
3.74256867624e-14,28598603.830792937,28715.85230934784
3.80196510024e-14,28572360.897393607,29018.55328030167
3.86136152424e-14,28551393.207567368,29321.763805062594
3.92075794824e-14,28524583.794767518,29509.53744243249
3.98015437224e-14,28503209.105552375,29628.6164986555
4.0395507962399997e-14,28482300.41022014,29714.35174590472
4.0989472202399997e-14,28461543.84271399,29797.851334906125
4.1583436442399997e-14,28443513.195071105,29895.645600778575
4.2177400682399997e-14,28417522.97719898,30121.884497042356
4.2771364922399996e-14,28395297.5104566,30366.93534785024
4.3365329162399996e-14,28371438.646904167,30560.875872711575
4.3959293402399996e-14,28351061.134470772,30813.050857012357
4.4553257642399996e-14,28325931.008038428,30813.659439214895
4.5147221882399996e-14,28303560.71892886,30864.868210939996
4.5741186122399996e-14,28280695.383165006,31204.50978609525
4.6335150362399996e-14,28259962.78981482,31425.12991390137
4.6929114602399996e-14,28239341.64507274,31544.09033741011
4.7523078842399996e-14,28209820.378553618,31642.801207327044
4.8117043082399996e-14,28188419.078170266,31711.066716163794
4.8711007322399996e-14,28167284.63675842,31941.277122617226
4.9304971562399996e-14,28144957.780596748,32137.309871673533
4.9898935802399996e-14,28127245.42310302,32183.513279007235
5.0492900042399995e-14,28107229.29107712,32473.766645241743
5.1086864282399995e-14,28082649.61471525,32636.59854378292
5.1680828522399995e-14,28059452.749503624,33097.14589379319
5.2274792762399995e-14,28037173.162002876,33386.49640709747
5.2868757002399995e-14,28015976.223380484,33491.3799995115
5.3462721242399995e-14,27997163.584213547,33687.200801611136
5.4056685482399995e-14,27980118.58853921,33791.47306919652
5.4650649722399995e-14,27957764.21900563,34018.22429349141
5.5244613962399995e-14,27935829.311391488,34009.86474733831
5.5838578202399995e-14,27914286.985690553,34101.81109432196
5.6432542442399995e-14,27890478.93618633,34379.81163366618
5.70265066824e-14,27867031.378722575,34781.156000168674
5.76204709224e-14,27841622.5414251,34891.24935317932
5.82144351624e-14,27821248.01646232,35084.70180597056
5.88083994024e-14,27805987.34843846,35243.690984304965
5.94023636424e-14,27780632.68271182,35779.91899488466
5.99963278824e-14,27760496.852627277,35993.55979356476
6.05902921224e-14,27738698.119531527,36250.22214250653
6.11842563624e-14,27718044.829037227,36341.96602470779
6.17782206024e-14,27691587.152407784,36619.67049364888
6.23721848424e-14,27667543.500785656,36822.58220119873
6.29661490824e-14,27645906.36004184,36920.691680211006
6.35601133224e-14,27614588.116382685,37083.2313972603
6.415407756239999e-14,27596581.377952244,37124.87135841021
6.47480418024e-14,27577260.004973818,37282.886712073516
6.534200604239999e-14,27553863.46592051,37433.24314071275
6.59359702824e-14,27529980.025828842,37555.92087135414
6.652993452239999e-14,27509744.497685235,37676.46549200983
6.71238987624e-14,27481584.09886314,37803.094334244895
6.771786300239999e-14,27460035.26346152,38053.21319719046
6.83118272424e-14,27434508.906528242,38109.48194601691
6.890579148239999e-14,27416269.667158723,38272.489995682765
6.94997557224e-14,27395067.04915061,38344.32670214706
7.009371996239999e-14,27377042.01602162,38434.97153380374
7.06876842024e-14,27355894.74046309,38573.48540684001
7.128164844239999e-14,27328466.8004292,38736.579426768476
7.18756126824e-14,27307360.921064597,39034.58135326621
7.246957692239999e-14,27288087.849538103,39364.3280516323
7.30635411624e-14,27265966.438026316,39483.57453648489
7.365750540239999e-14,27247271.352127578,39732.896563274786
7.42514696424e-14,27222807.726095177,39985.410269474836
7.484543388239999e-14,27198140.27820517,40024.77262330278
7.54393981224e-14,27179033.506974105,40091.94505537761
7.603336236239999e-14,27154511.04760572,40199.557836801076
7.66273266024e-14,27134618.786440346,40283.44524157242
7.722129084239999e-14,27114694.277260635,40333.721724848234
7.78152550824e-14,27092823.400640074,40458.5694605405
7.840921932239999e-14,27064250.110056497,40822.672868547634
7.90031835624e-14,27039606.208237868,40857.79858835782
7.959714780239999e-14,27010071.941029318,41009.53891632173
8.01911120424e-14,26983884.02078177,41137.93717572342
8.078507628239999e-14,26963207.90221424,41219.76804841665
8.13790405224e-14,26939356.440275088,41369.661793590116
8.197300476239999e-14,26917657.41002121,41568.24249909406
8.25669690024e-14,26893367.23321327,41782.20821069431
8.316093324239999e-14,26867805.3079638,42005.83578253613
8.37548974824e-14,26842181.53778462,42173.94171783807
8.434886172239999e-14,26812839.88434961,42490.12408238805
8.49428259624e-14,26788658.36329022,42790.270827384906
8.553679020239999e-14,26770669.27924135,42878.907338843615
8.61307544424e-14,26746798.98587707,43074.275528990984
8.672471868239999e-14,26721832.52005788,43155.659368608045
8.73186829224e-14,26699235.6607017,43067.949507132085
8.791264716239999e-14,26678651.114862703,43055.333469686404
8.85066114024e-14,26657104.373345084,43119.21969780176
8.910057564239999e-14,26633609.24417056,43291.106976901996
8.96945398824e-14,26609545.752563134,43618.27105748379
9.028850412239999e-14,26588953.87975974,43921.04962650588
9.08824683624e-14,26566522.390025273,44106.86243805726
9.147643260239999e-14,26541324.2038592,44237.83816036694
9.20703968424e-14,26516684.3706177,44730.31923213996
9.266436108239999e-14,26499658.105531033,44825.33588534474
9.32583253224e-14,26477802.511473563,44959.79055776477
9.385228956239999e-14,26457600.356871437,45019.65381751306
9.44462538024e-14,26434967.13849982,45056.45539890005
9.504021804239999e-14,26408587.111489613,45268.54863467563
9.56341822824e-14,26382682.273027293,45364.76810664645
9.622814652239999e-14,26359934.733797535,45452.605811826805
9.68221107624e-14,26334903.76696351,45583.629591604564
9.741607500239999e-14,26312592.527051948,45862.09920904004
9.80100392424e-14,26285345.7037625,45985.13904783594
9.860400348239999e-14,26254944.34328334,46221.82815556668
9.91979677224e-14,26233037.73236818,46403.01421086318
9.979193196239999e-14,26204950.416700967,46800.287066537814
1.003858962024e-13,26184645.6831985,46922.95260256608
1.009798604424e-13,26154387.260577146,47313.6496808212
1.015738246824e-13,26125660.56678448,47474.99871745881
1.021677889224e-13,26101281.2848177,47555.00515994503
1.027617531624e-13,26080386.50530042,47714.26712416197
1.033557174024e-13,26048538.89155315,48099.139383907255
1.039496816424e-13,26029628.02757142,48096.16461443299
1.045436458824e-13,26009133.49313064,48147.214884919595
1.051376101224e-13,25984721.077749863,48401.84819287581
1.057315743624e-13,25967972.056839686,48481.09713338806
1.063255386024e-13,25942714.62964144,48596.042323432026
1.069195028424e-13,25918616.657956902,48655.2314055046
1.075134670824e-13,25893513.956400126,48940.66915410185
1.081074313224e-13,25866192.264370453,49096.57355885329
1.087013955624e-13,25835120.858731035,49151.484175329715
1.092953598024e-13,25812924.011560716,49530.721245617264
1.0988932404239999e-13,25789243.083348405,49681.6623602286
1.104832882824e-13,25766322.567719616,49594.62529190572
1.1107725252239999e-13,25740252.004000984,49716.6284474541
1.116712167624e-13,25717172.86915397,49698.555963552935
1.1226518100239999e-13,25695500.61373539,49982.70157519038
1.128591452424e-13,25670394.514664117,50140.80481664071
1.1345310948239999e-13,25643027.951639995,50082.16139998531
1.1404707372239999e-13,25621304.840077866,50090.11501083116
1.146410379624e-13,25593584.76986251,50085.006714870746
1.152350022024e-13,25575330.691002678,50030.97102528004
1.158289664424e-13,25549442.36285782,50198.32617007407
1.1642293068239999e-13,25526652.606235944,50508.893251589725
1.170168949224e-13,25505804.746000778,50680.0879653632
1.176108591624e-13,25487360.1882688,50686.76710425143
1.182048234024e-13,25459736.033243936,50782.70799234138
1.1879878764239999e-13,25434394.766826484,50824.21277958451
1.193927518824e-13,25410107.30046888,51123.04896826805
1.199867161224e-13,25384553.616736498,51338.26007824063
1.205806803624e-13,25364836.416006554,51644.541792514676
1.2117464460239999e-13,25337033.81960015,51890.20568301347
1.217686088424e-13,25307694.08828462,52218.31378083648
1.223625730824e-13,25285357.389021996,52418.079893339214
1.229565373224e-13,25262531.349946845,52579.48559516647
1.2355050156239999e-13,25239769.59670254,52849.14956456644
1.241444658024e-13,25219333.939519506,53062.65966398984
1.247384300424e-13,25199741.529543653,53409.79122693158
1.253323942824e-13,25179655.695999764,53469.50466837017
1.2592635852239999e-13,25156574.56752984,53485.19532860901
1.265203227624e-13,25128908.39174555,53586.93401308077
1.271142870024e-13,25102794.480393633,53779.543359809024
1.277082512424e-13,25075133.415709384,53742.437084359
1.2830221548239998e-13,25051787.947189424,53796.07278164104
1.288961797224e-13,25032437.727422085,53821.37472899065
1.294901439624e-13,25006035.40191611,53763.9123114788
1.300841082024e-13,24979032.07004706,53970.98992836426
1.3067807244239998e-13,24958165.790706884,54237.0881084728
1.312720366824e-13,24936875.456650477,54309.13018886938
1.318660009224e-13,24916098.2791286,54385.895818010984
1.324599651624e-13,24895018.00470194,54592.58192320974
1.3305392940239998e-13,24877214.1529639,54723.620962854955
1.336478936424e-13,24855873.2308024,54912.17357346735
1.342418578824e-13,24833034.643986575,55044.92107205763
1.348358221224e-13,24813104.111535378,55151.753423531314
1.3542978636239998e-13,24793707.215594474,55207.33718897156
1.360237506024e-13,24775126.481947944,55385.65645115138
1.366177148424e-13,24753799.99969237,55438.93141418058
1.372116790824e-13,24734379.599886294,55506.94923456552
1.3780564332239998e-13,24703132.952053323,55632.84580766363
1.383996075624e-13,24677541.872759238,55731.68899018519
1.389935718024e-13,24655976.439191192,55944.81956206302
1.395875360424e-13,24633359.94626948,56056.80901682545
1.4018150028239998e-13,24611139.46829523,56246.565111087475
1.407754645224e-13,24589009.659714226,56437.761890245056
1.413694287624e-13,24562868.974297695,56521.18286853083
1.419633930024e-13,24542122.60449309,56393.23688222699
1.4255735724239998e-13,24516389.79655876,56550.60287454309
1.431513214824e-13,24494305.677998174,56635.21430059607
1.437452857224e-13,24467349.488539502,56811.487066428526
1.443392499624e-13,24444658.26272876,56971.06180477734
1.4493321420239998e-13,24416440.712616988,57158.22879590957
1.455271784424e-13,24386733.472116586,57257.88545773717
1.461211426824e-13,24361227.767543275,57348.07242179553
1.467151069224e-13,24335442.725126445,57587.19323443456
1.4730907116239998e-13,24312748.412329927,57666.60091340932
1.479030354024e-13,24288692.27277883,57878.516006145284
1.484969996424e-13,24267840.85598468,58023.91211546746
1.490909638824e-13,24246192.583402522,58078.317958296924
1.4968492812239998e-13,24225168.84739898,58079.75589072209
1.502788923624e-13,24205536.455846313,58256.25168867193
1.508728566024e-13,24182778.084450163,58561.70887520686
1.514668208424e-13,24154209.945236627,58789.4028129472
1.5206078508239998e-13,24129647.05036657,59048.31024289709
1.526547493224e-13,24107784.73925423,59231.98148616362
1.532487135624e-13,24083320.718023162,59306.429141169865
1.538426778024e-13,24063034.858831707,59274.11994281677
1.5443664204239998e-13,24043791.11458423,59503.014823408135
1.550306062824e-13,24024001.153977104,59504.63374033582
1.556245705224e-13,24003185.96802073,59686.32336264297
1.562185347624e-13,23984150.64127786,59797.24119872586
1.5681249900239998e-13,23960084.32739641,59934.83560807902
1.5740646324239999e-13,23940056.980843112,59817.94090296822
1.580004274824e-13,23915272.54920917,59864.05185070535
1.585943917224e-13,23893396.147168383,60089.21810902494
